num,RMSE,DTM_KL1,DTM_KL01,DTM_KL001,Sammon,Trustworthiness,Continuity,Spearman,Steadiness,Cohesiveness,method
0,22467.62890625,0.0017299905885010958,0.021291891112923622,0.11562961339950562,0.9748799242073003,0.9955320791171206,0.9979099660092067,0.7233215633597398,0.9316339819654144,0.9000692238863469,umap
1,22469.015625,0.0015567602822557092,0.024060361087322235,0.1231948584318161,0.974311406035777,0.9951458275199776,0.998012117889144,0.7314325648360123,0.9223264350145713,0.9117967167944717,umap
2,22445.40234375,0.0018950900994241238,0.023450642824172974,0.10592715442180634,0.9722047595709798,0.995680901025272,0.9978579109777371,0.7245059850483087,0.9258272121952671,0.9096509879930094,umap
3,22403.376953125,0.001135266269557178,0.01648012176156044,0.10428793728351593,0.9673008847244532,0.9953341394520024,0.9951724261724213,0.7251012749729858,0.9252006379138017,0.8081436844594567,umap
4,22407.029296875,0.0021358211524784565,0.018141567707061768,0.10874179005622864,0.9693342406698443,0.9954160567742525,0.9978349023274636,0.7402545030075416,0.9406879474845831,0.9203278922408576,umap
5,22439.29296875,0.0022813286632299423,0.01875254698097706,0.10356391966342926,0.9732610538091567,0.9946719472334954,0.9956007787041071,0.6868851622654283,0.9307968563332446,0.8172644405651817,umap
6,22433.47265625,0.001753749093040824,0.020468398928642273,0.10624916106462479,0.9715382329267038,0.9955035222816748,0.9979850296909498,0.7361350862067433,0.9386708103410606,0.9061205748369563,umap
7,22473.181640625,0.0018684647511690855,0.017046216875314713,0.11040030419826508,0.9763161027251269,0.9943565165882577,0.996105174009037,0.6882373584314663,0.9205280269192215,0.8470990219244969,umap
8,22371.01171875,0.00199142936617136,0.0535830482840538,0.1596164107322693,0.954523190877491,0.5883977657131947,0.5980547083694373,0.3146507657756594,0.32503681594291733,0.28165700928370185,umap
9,22441.05859375,0.0027178884483873844,0.01817924529314041,0.09915338456630707,0.9734718767093687,0.9949008914628117,0.9967038884618962,0.7045290075506837,0.9282698982399452,0.8595107833096601,umap
10,22437.35546875,0.0018573475535959005,0.019498508423566818,0.017862804234027863,0.9737317807817477,0.9839422466559946,0.9939479090685087,0.5437785984913168,0.8637627290396501,0.8620787935766625,densmap
11,22392.23046875,0.0018360994290560484,0.02283911220729351,0.016758287325501442,0.9690245837808058,0.9879349817970572,0.9956763319316007,0.6842695318508871,0.8834584216019429,0.8912737378817844,densmap
12,22403.916015625,0.0005211418028920889,0.007149918004870415,0.01078590378165245,0.9734558610785458,0.9932346409100329,0.9944015547973036,0.6163679587233653,0.9083159178216623,0.8085773456361164,densmap
13,22406.69140625,0.0017972267232835293,0.018469596281647682,0.0062020146287977695,0.9739899647955453,0.9911664732960952,0.9904483096801144,0.5679532403864335,0.8761614026908602,0.7372469834001917,densmap
14,22421.048828125,0.0010211151093244553,0.013609352521598339,0.017159059643745422,0.972660517699361,0.9928514897693097,0.9939759763582039,0.6421934791141094,0.8852704880675115,0.8135908981031084,densmap
15,22384.28515625,0.001823602244257927,0.02099287323653698,0.016404561698436737,0.9678954959119629,0.990131736761459,0.9961069690101222,0.6694762536608883,0.8877229691051688,0.8708560363467527,densmap
16,22413.111328125,0.0012307148426771164,0.02278563193976879,0.022132279351353645,0.9686731451045701,0.9930592203494377,0.9971493750948495,0.7034100995411273,0.9158817069594801,0.9006511517044631,densmap
17,22368.875,0.0011830299627035856,0.01236906461417675,0.011672308668494225,0.9681370410644474,0.9933826469086002,0.9959684275627312,0.6200580811987766,0.897094938682931,0.8940928679394081,densmap
18,22407.224609375,0.001116802217438817,0.015905054286122322,0.00972696766257286,0.9719603481126652,0.9942692142627523,0.9962058572517228,0.6168674006842711,0.9042395620982553,0.8860075011777999,densmap
19,22405.08203125,0.0009116246365010738,0.009547853842377663,0.011090312153100967,0.9731670492085438,0.9920941624932892,0.9941657569274803,0.5886287116356917,0.899880313664818,0.7742491718861553,densmap
20,9127.837890625,9.326467989012599e-07,3.3270218409597874e-05,0.0007036526221781969,0.15924901928119967,0.9859722297013934,0.9941478069166287,0.497658695082897,0.8671610366067745,0.8055010186559403,pca
21,72.37934112548828,-1.0919438864220865e-07,4.057210389873944e-07,2.8696595109067857e-06,0.00011772852087905043,0.9995664256469755,0.9998018971529651,0.9083421577105502,0.9729459799228132,0.9601304361519836,pca
22,20660.5625,0.0007059196941554546,0.01772386021912098,0.07537125051021576,0.799255306539116,0.640705729153918,0.7749535339491819,0.317489175797695,0.22527121541403194,0.3000889519813499,pca
23,22640.20703125,0.0007322230376303196,0.024640344083309174,0.1633971929550171,0.9976021577156621,0.5709131496884041,0.5864955541086758,0.07029513502037905,0.2994505644824209,0.28156654821357874,pca
24,22522.021484375,0.000927320565097034,0.03049642965197563,0.19682487845420837,0.9800629785435759,0.5466442454712939,0.5522944193416262,0.07996626119822772,0.2553773309247175,0.2530913175463628,pca
25,22074.005859375,0.0014995067613199353,0.014777947217226028,0.09673155844211578,0.9336430318669015,0.9974049179766095,0.9976385944815139,0.7797195408532425,0.9443678294655314,0.8973128024454821,tsne
26,22161.169921875,0.001377156819216907,0.013822079636156559,0.09535375237464905,0.9439123598155379,0.9973869679657579,0.9977371563592808,0.7714240270415957,0.9430189208589583,0.9172627754327901,tsne
27,22322.654296875,0.0013556628255173564,0.013347163796424866,0.10080238431692123,0.9620991961496662,0.9966410634239156,0.9970819809631976,0.7371033126276024,0.9221378373855852,0.9152231919819195,tsne
28,21989.890625,0.0013933327281847596,0.014065966941416264,0.10951390862464905,0.9164090644740025,0.9971136382550632,0.9966376366036621,0.7759727176097798,0.9344269445175334,0.8668285203669766,tsne
29,22246.51953125,0.001372115220874548,0.013888677582144737,0.09979724884033203,0.9535475428376262,0.9966102220416342,0.9972702928952225,0.7473193781797346,0.9310126261388285,0.9136161561720982,tsne
30,21198.474609375,0.0018818177049979568,0.035932328552007675,0.12009283900260925,0.8074253648928288,0.9803773745008673,0.9663479723830924,0.6326563018841052,0.8487875396237022,0.5210625425769654,tsne
31,21383.435546875,0.0021824659779667854,0.036682676523923874,0.11988501250743866,0.830924785559636,0.9932155486257634,0.9691080313244007,0.6687553254103479,0.888244974287814,0.581972372020362,tsne
32,21883.912109375,0.001430435455404222,0.020406560972332954,0.09870970249176025,0.9048592096011652,0.99723178196285,0.988559478992776,0.7817004552909187,0.9381606017909407,0.873924167021388,tsne
33,21531.384765625,0.001547005376778543,0.025131085887551308,0.11596435308456421,0.8483981993025056,0.9947292240863036,0.9934090823791271,0.7270519199677126,0.9208190867181197,0.6639449024180661,tsne
34,22249.794921875,0.001367790624499321,0.014008115977048874,0.09938740730285645,0.9539214314018177,0.9973355656619556,0.9976296194760882,0.7649117883893913,0.929379314693126,0.9094765638131166,tsne
35,634.3194580078125,3.770546754822135e-07,8.850693120621145e-06,8.545519085600972e-05,0.0019132073253563654,0.9946329467553724,0.9970625623150945,0.6735364643567174,0.9122862177232794,0.8880868268073223,isomap
36,1040.7755126953125,1.4957113307900727e-06,3.202397783752531e-05,0.0001764809712767601,0.0040907130264701335,0.989924006181331,0.9949865619691488,0.5721583359696372,0.8780904124663954,0.8389627955335046,isomap
37,395.7173767089844,1.8190621631219983e-07,4.1216626414097846e-06,4.27482882514596e-05,0.0008312231955537196,0.9981434793321943,0.9987598174320714,0.7803668644234631,0.9252608595634684,0.922381620442573,isomap
38,3201.228759765625,5.409005098044872e-06,0.00020973652135580778,0.0011017449432983994,0.02564548443799331,0.9924787822712638,0.995104379313102,0.5987319031032198,0.9156708510145596,0.8700053695814067,isomap
39,505.1969909667969,4.202411219011992e-07,7.06184800947085e-06,8.11580684967339e-05,0.0013741446377792106,0.9969010122174301,0.9980463860916788,0.7233830533109705,0.9153898462443001,0.9066896966695792,isomap
40,374.4412841796875,8.859933586791158e-08,3.4302174753975123e-06,4.33417153544724e-05,0.0007706703566964599,0.9983033976106904,0.9988474461214106,0.7920137127072611,0.9315486293193602,0.9249783481798639,isomap
41,749.413818359375,7.922571967355907e-07,1.5375131624750793e-05,0.00010487530380487442,0.0025853469410807963,0.9934740287820265,0.9960457757913099,0.6241456586438272,0.9046737397917378,0.8588943112306732,isomap
42,268.14862060546875,9.73268470261246e-08,1.8503360479371622e-06,3.85614694096148e-05,0.0005529964179776932,0.9986072423398329,0.9991840904158364,0.8263231348397589,0.9490256794497596,0.9347252360408638,isomap
43,595.007568359375,4.84928023070097e-07,9.123337804339826e-06,9.198510088026524e-05,0.0017449181081835366,0.9961555972213383,0.9976441426666862,0.7029030348371024,0.9005696677810292,0.9027904259711664,isomap
44,271.66162109375,8.656388672534376e-08,1.8151995391235687e-06,3.59470141120255e-05,0.0005246472622736214,0.9987364824179644,0.9992490368187359,0.8270177846308906,0.9505501167262133,0.935547978641603,isomap
45,22655.466796875,0.00032834254670888186,0.006943725049495697,0.028898952528834343,0.9998037555631241,0.9528919915210676,0.9317131000811014,0.4103906791768779,0.597598504042131,0.5552853237292779,lle
46,22655.52734375,0.0003197129408363253,0.014402797445654869,0.08653220534324646,0.999794657736565,0.9553072470721085,0.942236212351892,0.4088065347511104,0.6168468069582489,0.6026710448593904,lle
47,22655.5078125,0.00026790774427354336,0.008087482303380966,0.05822603404521942,0.9997948660582738,0.9423013219367082,0.9195624113718214,0.387942876743597,0.5460811153501625,0.5147291482219062,lle
48,22655.46875,0.00033663390786387026,0.00709861284121871,0.029297322034835815,0.9998044271103391,0.952897376524323,0.9308271854546166,0.41305289483037283,0.5906248321008649,0.5769118019755899,lle
49,22655.474609375,0.00032864901004359126,0.007086034864187241,0.03257831931114197,0.9998017535639373,0.9515124515961639,0.9300938459203705,0.40734322427125896,0.5909767122165526,0.5536444056558184,lle
50,14563.2275390625,6.926892092451453e-05,0.0014175097458064556,0.005455472972244024,0.4079258564757242,0.9542441168839434,0.9760481582472956,0.3986291086122426,0.616546759180352,0.5980378643791879,mds
51,5961.3974609375,5.30591350980103e-05,0.001282582525163889,0.0031534642912447453,0.07021816973513377,0.9723302214541794,0.9869901584985958,0.4248059582545543,0.7402147278833375,0.6501356368306418,mds
52,12161.6015625,5.3855503210797906e-05,0.0012516884598881006,0.0028324350714683533,0.28946894915558047,0.9885937471953108,0.9931109490170738,0.5007910491770045,0.840948192455576,0.8154600963405171,mds
53,12211.8544921875,2.315339406777639e-05,0.0004941989318467677,0.0016895991284400225,0.3078118371855583,0.9792401597224601,0.9877301884914321,0.43331980438739515,0.7495379310933845,0.7244363014586266,mds
54,9737.615234375,5.322115612216294e-05,0.0005361499497666955,0.0006231947336345911,0.188596371923378,0.9947481531886563,0.996154944493671,0.6414934821635644,0.890623970121012,0.8708368526481609,mds
55,17744.427734375,0.0014918290544301271,0.012887867167592049,0.08790861070156097,0.5281870416066416,0.9863947076840733,0.9934660328681016,0.4915976853025208,0.8877133550575056,0.766783084420336,trimap
56,18224.208984375,0.0014589946949854493,0.012884587049484253,0.08541297912597656,0.567444156089239,0.9861230097925469,0.9935784652087994,0.494192223225965,0.8808730143670009,0.7779449982694866,trimap
57,18135.462890625,0.0014459729427471757,0.012564878910779953,0.08361548185348511,0.5606421421544131,0.9863317194641759,0.9935634524724508,0.4930721878482045,0.8781747583991475,0.7894892770962015,trimap
58,18104.810546875,0.0014689110685139894,0.013172473758459091,0.08427582681179047,0.5579437419354447,0.9862666098793597,0.9935226569932426,0.493749804291599,0.8745450752561006,0.7825987073069706,trimap
59,17315.75,0.0015637200558558106,0.014368163421750069,0.09336086362600327,0.4939045048643548,0.9862028057498781,0.9933242277823741,0.5080875762148024,0.8806736138513257,0.7165207928669679,trimap
60,17959.923828125,0.0014400623040273786,0.012147694826126099,0.08334381878376007,0.5465969681444112,0.9865810614330962,0.9935226569932426,0.4961039854296933,0.8763512465901946,0.7587069557758687,trimap
61,17277.80078125,0.0015656322939321399,0.014416389167308807,0.0937509834766388,0.4913031107541634,0.9864312604334438,0.993265808656148,0.5131809858366274,0.8930296942879733,0.7326606620947604,trimap
62,17883.5234375,0.0014492871705442667,0.012368826195597649,0.0826500728726387,0.5407022497232731,0.9862001948392087,0.9935156401708188,0.49124079913377827,0.8918060083054482,0.7704124217545864,trimap
63,17937.005859375,0.0014595045940950513,0.0130502600222826,0.08463000506162643,0.5442928091106535,0.9863747994902197,0.9935422388232625,0.49587060950338147,0.8811230208943587,0.7753310721423874,trimap
64,16768.9453125,0.0019252817146480083,0.016867654398083687,0.10120762139558792,0.44737035455410384,0.9877551553247076,0.9926478387371025,0.5509022030609476,0.8916000926607145,0.7028090788443466,trimap
65,22571.73828125,0.000956724165007472,0.01794547028839588,0.0730513334274292,0.9903399038304342,0.7289894307072468,0.7828432164461263,0.050164067132108636,0.24444216324680046,0.26986065285919936,lda
66,22571.73828125,0.000956724165007472,0.01794547028839588,0.0730513334274292,0.9903399038304342,0.7289894307072468,0.7828432164461263,0.050164067132108636,0.2451840915334651,0.2711322594872646,lda
67,22571.73828125,0.000956724165007472,0.01794547028839588,0.0730513334274292,0.9903399038304342,0.7289894307072468,0.7828432164461263,0.050164067132108636,0.24279576484210663,0.27153766513125277,lda
68,22571.73828125,0.000956724165007472,0.01794547028839588,0.0730513334274292,0.9903399038304342,0.7289894307072468,0.7828432164461263,0.050164067132108636,0.24032758801735787,0.2690087414021811,lda
69,22571.73828125,0.000956724165007472,0.01794547028839588,0.0730513334274292,0.9903399038304342,0.7289894307072468,0.7828432164461263,0.050164067132108636,0.24620388967434714,0.2631638737413541,lda
