num,RMSE,DTM_KL1,DTM_KL01,DTM_KL001,Sammon,Trustworthiness,Continuity,Spearman,Steadiness,Cohesiveness,method
0,39.597164154052734,0.002592134289443493,0.04744884371757507,0.23828905820846558,1.1251460465632117,0.9129122208357737,0.9691194071659579,0.5962210793416746,0.8782836330727883,0.8094479420697355,umap
1,33.397064208984375,0.00289921835064888,0.05804436281323433,0.24419261515140533,0.830122384824246,0.9049886679059819,0.966380605566732,0.5447092401722584,0.8443493013318291,0.8076310474706351,umap
2,24.740760803222656,0.0029789211694151163,0.04017483815550804,0.2334245890378952,0.29500448112635635,0.915899309888207,0.9673266444269016,0.5748550705907155,0.8832934734200297,0.7582979532872349,umap
3,33.64253616333008,0.0024478589184582233,0.047242358326911926,0.25077152252197266,0.8347007225899586,0.9194211719167792,0.9647775599073061,0.6194026130685976,0.9030515470666564,0.7520054315265945,umap
4,37.5709114074707,0.0026812758296728134,0.05257558822631836,0.24744004011154175,1.0370393450321786,0.9179479996944154,0.9680753265934962,0.5925891658605092,0.8852318957790054,0.7867625808988006,umap
5,26.280309677124023,0.0031281081028282642,0.043555621057748795,0.2374035120010376,0.33687912788868335,0.9109552063969034,0.9632509103873285,0.5821078799582862,0.8831758329513073,0.7653203744033732,umap
6,27.735431671142578,0.002882226835936308,0.04508817940950394,0.2389497458934784,0.4169721937070874,0.9102370826860883,0.964665512236115,0.5742017936488878,0.8810935232544376,0.7811044932473984,umap
7,41.58102035522461,0.0026160539127886295,0.04723095893859863,0.22917714715003967,1.2802145716072721,0.9201953194631898,0.9699292062441112,0.6044731984295828,0.8857701516328224,0.7995219708853416,umap
8,75.7704849243164,0.0026945224963128567,0.05113997682929039,0.17983561754226685,3.6396553494420054,0.9162711044335227,0.9293361175481932,0.5912646045978596,0.8871334293442021,0.5828569707008042,umap
9,33.133880615234375,0.00319851515814662,0.052720919251441956,0.23606421053409576,0.703848993187207,0.9071825103771423,0.9646807914640046,0.5650893402010924,0.8602285893735561,0.8030164012426799,umap
10,36.632381439208984,0.0015492192469537258,0.02089037001132965,0.04423150047659874,0.5755524023699381,0.9555654587588174,0.9711260790954697,0.5968301868145199,0.9199926575103147,0.8217980351880697,densmap
11,45.33642578125,0.0019224236020818353,0.025885501876473427,0.06463167816400528,1.1064850598164833,0.9200794519850264,0.9676615141714838,0.5510302793921181,0.8439474165270655,0.8343128645857012,densmap
12,31.439130783081055,0.0010622653644531965,0.016630901023745537,0.050166431814432144,0.5115574698811463,0.9470039980646311,0.9716430263057374,0.5671184711869028,0.9067971926585545,0.8367532555235324,densmap
13,57.04438781738281,0.003414900740608573,0.0469980388879776,0.04001663625240326,1.566146101992569,0.9004010797321043,0.9411444141689373,0.5951528800558152,0.8754764762037703,0.7023438300249458,densmap
14,44.89960861206055,0.0011115584056824446,0.019718555733561516,0.06593018770217896,1.19000694215154,0.9333150831444651,0.9693842471160458,0.559007711405555,0.8777980588803601,0.84672160057386,densmap
15,31.056703567504883,0.0006981121259741485,0.012293386273086071,0.04417436942458153,0.5892730316962572,0.9367669153785428,0.9700387073773206,0.5739908385166358,0.8815221652363308,0.8357432374973369,densmap
16,52.22068405151367,0.0021299109794199467,0.03349766880273819,0.08115409314632416,1.5102345903245225,0.9256958415034761,0.9688265552980723,0.57213569519584,0.8795793681929892,0.8310783821417946,densmap
17,40.95213317871094,0.0021218564361333847,0.024634230881929398,0.04553573578596115,0.7523394326770672,0.94883241233543,0.9695268532430161,0.5828087515926342,0.9262243992650954,0.8313435960525067,densmap
18,60.75962829589844,0.004372196272015572,0.03630388155579567,0.05054163187742233,1.446390185146856,0.9445058443046678,0.9593203290127073,0.5889888226831286,0.9224211208305908,0.7708329027374138,densmap
19,38.515506744384766,0.001198605983518064,0.02065780945122242,0.056436844170093536,0.8713816612978847,0.9268710687819909,0.9648883343095063,0.5447783074715913,0.8839667196944906,0.8473196649797117,densmap
20,19.259119033813477,0.0008174804970622063,0.020623909309506416,0.030696287751197815,0.12073674842473707,0.9185820876518374,0.9654804043902315,0.5074323868698354,0.7429212007676272,0.8041301738488447,pca
21,39.38093948364258,0.0013635754585266113,0.04805401340126991,0.19280394911766052,0.5831355528463863,0.7358641676640607,0.7735172782602052,0.30609718105543693,0.4228367309389329,0.5428395065829594,pca
