num,RMSE,DTM_KL1,DTM_KL01,DTM_KL001,Sammon,Trustworthiness,Continuity,Spearman,Steadiness,Cohesiveness,method
0,5752.2451171875,0.0021547460928559303,0.030130086466670036,0.11438454687595367,0.9350050505537387,0.7819665759813448,0.7911776136805286,0.6324206433075259,0.5383501891433553,0.24550133914929528,umap
1,5803.3447265625,0.0011410959996283054,0.01262127235531807,0.06506718695163727,0.9667307153514828,0.9898821090814872,0.9971550719005052,0.8583887355128812,0.9689610111504325,0.9209227710195983,umap
2,5772.77685546875,0.0010878704488277435,0.014122465625405312,0.057124536484479904,0.955600559469355,0.9911206114781708,0.9970902966705532,0.8544857822961212,0.9359278153565921,0.9274568533713937,umap
3,5797.77001953125,0.0008532969513908029,0.00956563837826252,0.055599652230739594,0.9652441907830283,0.9910636092758129,0.9973882627283327,0.8565594191904264,0.9663461106412798,0.9399558062799499,umap
4,5762.5234375,0.000761646602768451,0.010581547394394875,0.060435786843299866,0.9511959987137951,0.9909806969814743,0.9967612385023967,0.8493120390829131,0.9276397891530475,0.9143277960709132,umap
5,5729.18994140625,0.0030355360358953476,0.05660779029130936,0.08497005701065063,0.9248424421570973,0.8743386449021894,0.8245213110506542,0.7319560947450825,0.6375614044390461,0.36192458822954854,umap
6,5745.6123046875,0.0007984577678143978,0.009886322543025017,0.05898427590727806,0.9468625831781669,0.990752688172043,0.9971058427257417,0.8230187347419762,0.9505409834029265,0.9362531852949518,umap
7,5772.9560546875,0.0006431528017856181,0.01236424595117569,0.07059991359710693,0.9550551840281709,0.9892680399015417,0.996800103640368,0.8249305008509138,0.9469183398117359,0.9353500956424994,umap
8,5791.859375,0.0016263043507933617,0.021670542657375336,0.09535811841487885,0.9604265854345965,0.9906516388133177,0.9947454333462884,0.8615763784687456,0.9432528523831271,0.7582014508782382,umap
9,5710.3388671875,0.0037521924823522568,0.09211929142475128,0.09528058022260666,0.9183197098973338,0.9011840912035238,0.9082575463142895,0.7491091597116498,0.7143697651192316,0.5258464057236416,umap
10,5769.27197265625,0.00019061390776187181,0.003963838331401348,0.027905166149139404,0.9566661432736507,0.9962171265707993,0.9970980696981474,0.8721544716436166,0.9347749157128152,0.9369671252976088,densmap
11,5766.92578125,0.0019591667223721743,0.01753683015704155,0.03789914399385452,0.9514158548405274,0.9883637776914108,0.985736494364555,0.7771329544640663,0.9271003138952005,0.8684349833762361,densmap
12,5780.33642578125,0.0008390867151319981,0.008700644597411156,0.03438306599855423,0.9589487448019905,0.9956833786759943,0.9966783262080581,0.8186796468757054,0.945974788993918,0.9573064498829228,densmap
13,5788.935546875,0.002835904248058796,0.017490655183792114,0.04324387013912201,0.9545411317803866,0.9808653970721596,0.9911568856069439,0.8649610530501409,0.9201653631624406,0.8373204051833153,densmap
14,5766.04345703125,0.00011042403639294207,0.0032665773760527372,0.023224404081702232,0.9556111793104013,0.9957766550071253,0.9962974478559399,0.8872902078689853,0.9419249421835276,0.8386447727665823,densmap
15,5786.240234375,0.0011034104973077774,0.010625114664435387,0.03653613105416298,0.9599817130591222,0.9940354968260138,0.9944137841689338,0.8155320216786948,0.918791610166123,0.949246238048062,densmap
16,5752.16845703125,0.0015742843970656395,0.01667870581150055,0.04060853645205498,0.9452857079092104,0.9948179816038347,0.9934628837932374,0.8259324272614608,0.9477270540160795,0.8338601862308598,densmap
